login_count_per_minute,ports_scanned,request_rate_ratio,geo_distance_from_baseline,time_of_day_score,failed_auth_ratio,sudo_fail_count,unique_ports_per_min,bytes_transferred,connection_duration,user_agent_entropy,country_risk_score
38.36560790747303,0.6252688805666734,0.6875732959227981,558.0268453720569,0.7364712141640124,0.23684482059801895,0.8921795677048454,1.3040824894412424,1000000.0,0.3949924724368964,0.2093189874018017,0.3279454084568493
1.5921581810318175,4.9709412671662125,1.624711094448808,1362.3537015080417,0.2204406220406967,0.20624298935656804,0.8094304566778266,0.09748139517091525,1000000.0,7.011580010383446,0.2701252582589959,0.13551372489647984
57.432784332406875,8.414863627815668,0.23186460845036977,241.79094208366004,0.8474943663474598,0.21130411097841187,0.8071282732743802,10.945976800407268,1000000.0,9.733846063395768,0.2892671886041768,0.3536223472002748
49.764279855179694,15.462993809106152,2.154267250776943,1443.380363141905,0.7045718362149235,0.016038534279481775,0.22789827565154686,4.340819454031608,1000000.0,2.404629774974199,0.15050071470486456,0.20288548171055065
38.14106665586401,9.120804474252106,0.9254524177922065,523.7675769287192,0.26697782204911336,0.3278291056993729,0.6480353852465935,9.136965085004823,1000000.0,7.318355299708457,0.1817012468809642,0.2587004929667063
59.371401038195714,15.999993996352321,1.3923743594366156,1711.5356274746864,0.8428519201898096,0.27159996904118566,0.22904807196410437,0.4815036585605664,1000000.0,2.7506346721594572,0.20549142179316324,0.56860034288428
52.58205758836013,7.866947019961948,1.6385966632372,989.0797526516607,0.9145475897405435,0.16059814840558956,0.26488016649805246,3.6994126154097517,1000000.0,2.701141924377059,0.3922929951117703,0.5438025859813623
23.964030308423837,5.483018978932083,2.4938440162377757,1273.8157341911613,0.09090941217379389,0.0164907313986571,0.10964913035065915,9.41169062554635,1000000.0,4.279383671316872,0.13176385307597857,0.25989060757859517
59.7672828144058,13.227858627478426,2.4276959440340455,2151.9492555862453,0.011481021942819636,0.25225263677606813,0.6817103690265748,8.054554956131927,1000000.0,6.4455218059401,0.15577608679793822,0.2891208878680077
27.223422379752385,23.845398188027005,2.189632350945485,658.472626877727,0.5005861130502983,0.06252815818554598,0.9126278393448205,13.057778547551504,1000000.0,6.425599999173451,0.40448510571908614,0.13406159770229914
45.750648004509074,13.484475752990644,1.9465661965763956,1325.8841804879437,0.0005718961279435053,0.11345461995163557,0.019476742385832302,13.936479243969256,1000000.0,8.333488740675676,0.2537570627013307,0.08185884157180315
52.680575952242435,23.673736132449854,0.21413363016969694,1214.9761582915344,0.06921251846838361,0.266210757840031,0.7658344293069878,1.925871967496442,1000000.0,5.543055575599944,0.23252831447002956,0.5298381725968916
25.388276412053216,5.294955136052051,1.3482402219486458,1824.8276727249404,0.2011510633896959,0.10910070195531323,0.9951493566608947,9.748170864591803,1000000.0,5.224000826252347,0.16050209793413286,0.17358353536735655
20.28513372884732,14.707717961430832,0.5752868314914426,550.5434611288987,0.07099308600903254,0.2208860350445346,0.22894178381115438,13.58130019509192,1000000.0,0.8014877638976691,0.2190023171844976,0.41793777806295423
12.854208442226316,3.307796218125625,2.3387856014516775,1427.6077333132112,0.47267102631179414,0.2746167985017637,0.8074969977666434,2.8561487154281657,1000000.0,4.367406705823138,0.31178931150996037,0.3068635674201712
43.74455096759104,16.83411368233254,2.4604130284149153,246.0446778798972,0.4026212821022688,0.1187559118882371,0.8616725363527911,3.7298450088042845,1000000.0,4.541274123548005,0.3109408199172021,0.20319982956681726
14.988386872926029,23.08163998190032,1.1078268626336425,2153.3727619045762,0.5503253124498481,0.01770591533370843,0.9992824684127266,12.540413776199278,1000000.0,9.271033131780463,0.5243478672071528,0.1414711108321527
